molecule_chembl_id,canonical_smiles,target_chembl_id,document_chembl_id,target_pref_name,assay_chembl_id,assay_description,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,document_year,assay_variant_context,assay_mechanism_context
CHEMBL174255,CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,1700.0,nM,5.77,,2004,wild type,unspecified
CHEMBL174255,CCCCc1c(O)c2c(Cl)cccc2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,750.0,nM,6.12,,2004,G551D,unspecified
CHEMBL173488,CCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,54200.0,nM,4.27,,2004,wild type,unspecified
CHEMBL173488,CCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,48000.0,nM,4.32,,2004,G551D,unspecified
CHEMBL176333,CC(C)Cc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,26000.0,nM,4.58,,2004,wild type,unspecified
CHEMBL176333,CC(C)Cc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,32000.0,nM,4.50,,2004,G551D,unspecified
CHEMBL367928,Oc1cc2cccc[n+]2c2cccc(Cl)c12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,146000.0,nM,,,2004,wild type,unspecified
CHEMBL367928,Oc1cc2cccc[n+]2c2cccc(Cl)c12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,>,200000.0,nM,,,2004,G551D,unspecified
CHEMBL177276,CCCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,21000.0,nM,4.68,,2004,wild type,unspecified
CHEMBL177276,CCCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,20000.0,nM,4.70,,2004,G551D,unspecified
CHEMBL173487,CCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,23500.0,nM,4.63,,2004,wild type,unspecified
CHEMBL173487,CCCCc1c(O)c2cccc(Cl)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,34000.0,nM,4.47,,2004,G551D,unspecified
CHEMBL175225,Oc1cc2cccc[n+]2c2c(Cl)cccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,141000.0,nM,,,2004,wild type,unspecified
CHEMBL175225,Oc1cc2cccc[n+]2c2c(Cl)cccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,>,200000.0,nM,,,2004,G551D,unspecified
CHEMBL177257,CCOC(=O)c1c(O)c2cccc(F)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665293,Half-Maximal effective concentration of compound required to stimulate of wild type-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,70500.0,nM,4.15,,2004,wild type,unspecified
CHEMBL177257,CCOC(=O)c1c(O)c2cccc(F)c2[n+]2ccccc12.[Cl-],CHEMBL4051,CHEMBL1148470,Cystic fibrosis transmembrane conductance regulator,CHEMBL665292,Half-Maximal effective concentration of compound required to stimulate of G551D-CFTR activity in the presence of 10 uM Fsk,F,EC50,=,95000.0,nM,4.02,,2004,G551D,unspecified
CHEMBL190630,O=C(Nc1ccc(Cl)cc1)C1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,294.0,nM,6.53,,2005,unspecified,unspecified
CHEMBL365755,O=C(Nc1ccc(F)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,202.0,nM,6.70,,2005,unspecified,unspecified
CHEMBL369882,O=C(Nc1ccc(Cl)cc1)[C@@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,119.0,nM,6.92,,2005,unspecified,unspecified
CHEMBL176160,O=C(Nc1ccc(Br)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,292.0,nM,6.54,,2005,unspecified,unspecified
CHEMBL367321,O=C(Nc1ccc(I)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,314.0,nM,6.50,,2005,unspecified,unspecified
CHEMBL427361,CCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,202.0,nM,6.70,,2005,unspecified,unspecified
CHEMBL195690,CCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,61.0,nM,7.21,,2005,unspecified,unspecified
CHEMBL192735,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,23.0,nM,7.64,,2005,unspecified,unspecified
CHEMBL195376,CCCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,100.0,nM,7.00,,2005,unspecified,unspecified
CHEMBL192245,CCCCCCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,230.0,nM,6.64,,2005,unspecified,unspecified
CHEMBL364669,CC(C)CCCc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,160.0,nM,6.80,,2005,unspecified,unspecified
CHEMBL425191,CCOc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,420.0,nM,6.38,,2005,unspecified,unspecified
CHEMBL370964,CCCCOc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,145.0,nM,6.84,,2005,unspecified,unspecified
CHEMBL195438,CCCCN(C(C)=O)c1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,66.0,nM,7.18,,2005,unspecified,unspecified
CHEMBL365601,CCCCCN(C(C)=O)c1ccc(NC(=O)[C@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,71.0,nM,7.15,,2005,unspecified,unspecified
CHEMBL370291,O=C(Nc1cccnc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,41.0,nM,7.39,,2005,unspecified,unspecified
CHEMBL366200,O=C(Nc1ccc(Cl)nc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,66.0,nM,7.18,,2005,unspecified,unspecified
CHEMBL372489,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Oc3ccccc3)c2)cn1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,53.0,nM,7.28,,2005,unspecified,unspecified
CHEMBL192134,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1ccccc1Oc1ccccc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,338.0,nM,6.47,,2005,unspecified,unspecified
CHEMBL364514,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,336.0,nM,6.47,,2005,unspecified,unspecified
CHEMBL434733,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Cc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,291.0,nM,6.54,,2005,unspecified,unspecified
CHEMBL370945,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Sc2ccccc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,394.0,nM,6.41,,2005,unspecified,unspecified
CHEMBL191191,COc1ccc(Oc2cccc(C(=O)N3Cc4ccccc4C[C@@H]3C(=O)Nc3ccc(Cl)cc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,167.0,nM,6.78,,2005,unspecified,unspecified
CHEMBL195850,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccc(C(F)(F)F)cc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,282.0,nM,6.55,,2005,unspecified,unspecified
CHEMBL195151,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccc(F)cc2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,590.0,nM,6.23,,2005,unspecified,unspecified
CHEMBL364672,O=C(Nc1ccc(Cl)cc1)[C@H]1Cc2ccccc2CN1C(=O)c1cccc(Oc2ccccn2)c1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,268.0,nM,6.57,,2005,unspecified,unspecified
CHEMBL191294,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,176.0,nM,6.75,,2005,unspecified,unspecified
CHEMBL195793,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OCC)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,26.0,nM,7.58,,2005,unspecified,unspecified
CHEMBL366586,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC(C)C)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,6.3,nM,8.20,,2005,unspecified,unspecified
CHEMBL191926,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OCC(C)C)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,10.0,nM,8.00,,2005,unspecified,unspecified
CHEMBL192583,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC3CCCC3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,15.0,nM,7.82,,2005,unspecified,unspecified
CHEMBL373288,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(OC3CCCCC3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,20.0,nM,7.70,,2005,unspecified,unspecified
CHEMBL363368,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cccc(Cl)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,51.0,nM,7.29,,2005,unspecified,unspecified
CHEMBL191797,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)c(Cl)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,82.0,nM,7.09,,2005,unspecified,unspecified
CHEMBL192086,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(OC)c(Oc3ccccc3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,12.0,nM,7.92,,2005,unspecified,unspecified
CHEMBL191928,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(OC)c(OC(C)C)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,3.5,nM,8.46,,2005,unspecified,unspecified
CHEMBL372893,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(Oc3ccccc3)ccn2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,20.0,nM,7.70,,2005,unspecified,unspecified
CHEMBL192547,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(OC(C)C)ccn2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,6.0,nM,8.22,,2005,unspecified,unspecified
CHEMBL195630,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(OC3CCCCC3)ccn2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,9.4,nM,8.03,,2005,unspecified,unspecified
CHEMBL189924,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cc(Cl)ccn2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,79.0,nM,7.10,,2005,unspecified,unspecified
CHEMBL372215,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cncc(OC3CCCCC3)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,35.0,nM,7.46,,2005,unspecified,unspecified
CHEMBL439856,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2cncc(OC(C)C)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,16.0,nM,7.80,,2005,unspecified,unspecified
CHEMBL191243,CCCCCc1ccc(NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)c2ccnc(OC(C)C)c2)cc1,CHEMBL4051,CHEMBL1143534,Cystic fibrosis transmembrane conductance regulator,CHEMBL833631,Effective concentration for cellular chloride transport in C127 mouse epithelial cell transfected with recombinant Delta F508 CFTR,F,EC50,=,11.0,nM,7.96,,2005,unspecified,unspecified
CHEMBL403296,CCCCC(O)c1[nH]c2cc(C)c(C(=O)O)cc2c1CCc1ccccc1,CHEMBL4051,CHEMBL1141464,Cystic fibrosis transmembrane conductance regulator,CHEMBL944926,Binding affinity to GST tagged human CFTR PDZ2 domain,B,IC50,=,160000.0,nM,,,2008,unspecified,unspecified
CHEMBL403297,Cc1cc2c(CO)c(CCCCC(=O)O)n(CCc3ccccc3)c2cc1C(=O)O,CHEMBL4051,CHEMBL1141464,Cystic fibrosis transmembrane conductance regulator,CHEMBL944926,Binding affinity to GST tagged human CFTR PDZ2 domain,B,IC50,=,170000.0,nM,,,2008,unspecified,unspecified
CHEMBL250740,CCCCCc1c(CO)c2cc(C)c(C(=O)O)cc2n1CCc1ccccc1,CHEMBL4051,CHEMBL1141464,Cystic fibrosis transmembrane conductance regulator,CHEMBL944926,Binding affinity to GST tagged human CFTR PDZ2 domain,B,IC50,=,380000.0,nM,,,2008,unspecified,unspecified
CHEMBL252273,Cc1cc2[nH]c(C(=O)NCCC(=O)O)c(CCc3ccccc3)c2cc1C(=O)O,CHEMBL4051,CHEMBL1141464,Cystic fibrosis transmembrane conductance regulator,CHEMBL944926,Binding affinity to GST tagged human CFTR PDZ2 domain,B,IC50,=,490000.0,nM,,,2008,unspecified,unspecified
CHEMBL252077,Cc1cc2[nH]c(C(O)CCCC(=O)O)c(CCc3ccccc3)c2cc1C(=O)O,CHEMBL4051,CHEMBL1141464,Cystic fibrosis transmembrane conductance regulator,CHEMBL944926,Binding affinity to GST tagged human CFTR PDZ2 domain,B,IC50,=,330000.0,nM,,,2008,unspecified,unspecified
CHEMBL75680,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL4051,CHEMBL1145498,Cystic fibrosis transmembrane conductance regulator,CHEMBL936826,Activity at human wild type CFTR expressed in CHO cells assessed as forskolin stimulated iodide flux,B,EC50,=,150.0,nM,6.82,,2007,wild type,unspecified
CHEMBL75680,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL4051,CHEMBL1145498,Cystic fibrosis transmembrane conductance regulator,CHEMBL939224,Activity at human wild type CFTR expressed in Calu3 cells assessed as forskolin stimulated iodide flux,B,EC50,=,140.0,nM,6.85,,2007,wild type,unspecified
CHEMBL75680,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,CHEMBL4051,CHEMBL1145498,Cystic fibrosis transmembrane conductance regulator,CHEMBL939223,Activity at human wild type CFTR expressed in F508del-CF1 cells assessed as forskolin stimulated iodide flux,B,EC50,=,111.0,nM,6.96,,2007,wild type,unspecified
CHEMBL262629,Cc1ccc(Nc2nc(-c3sc(NC(=O)c4ccc(Cl)cc4)nc3C)cs2)cc1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,1100.0,nM,5.96,,2008,F508del,corrector
CHEMBL260775,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,900.0,nM,6.05,,2008,F508del,corrector
CHEMBL260774,CCCCCCC(=O)Nc1nc(C)c(-c2csc(Nc3cc(OC)ccc3OC)n2)s1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,1100.0,nM,5.96,,2008,F508del,corrector
CHEMBL411307,COc1ccccc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,1100.0,nM,5.96,,2008,F508del,corrector
CHEMBL258536,Cc1nc(NC(=O)c2ccc([N+](=O)[O-])cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,800.0,nM,6.10,,2008,F508del,corrector
CHEMBL258750,Cc1nc(NC(=O)c2ccc(Cl)cc2)sc1-c1csc(Nc2ccc(Cl)cc2)n1,CHEMBL4051,CHEMBL1144813,Cystic fibrosis transmembrane conductance regulator,CHEMBL928176,Corrector activity at human CFTR deltaF508 mutant expressed in FRT cells assessed as iodide influx,B,Kd,=,1100.0,nM,5.96,,2008,F508del,corrector
